dataset,split_id,node_index,original_node_id,split,true_label,pred_final,pred_pca,pred_ridge,final_correct,pca_correct,ridge_correct,M_pca,M_ridge,HHI_i,T_i,SymRatio_i,SignalEntropy_i,Purity_i,degree,mechanism_type,P_X,P_PrX,P_Pr2X,P_Pr3X,P_XminusPrX,P_PrXminusPr2X,P_PsX,P_Ps2X,P_XminusPsX
squirrel,0,3116,3116,train,1,1,0,1,1,0,1,-0.02445027893851659,0.9967656058897918,0.9794039466624548,0.8006247564600385,0.32529176608262833,1.9833780825425853,0.2279096095020987,21.0,low-pass-node,0.0,0.10383258366834977,0.07237768783447307,0.1842169758758463,0.2279096095020987,0.16621397080240943,0.07443088417430009,0.070344457693571,0.10067382946862385
squirrel,0,3117,3117,train,4,4,4,4,1,1,1,0.363840199480544,2.241975133174969,0.5057770345229067,0.30808279219035795,0.38574640472247385,1.954077625816048,0.22413683864934605,215.0,low-pass-node,0.014655963989787612,0.21946009617839285,0.06401148267978408,0.13018429997899497,0.07326381630928476,0.22413683864934605,0.18127255798403552,0.05944735233673798,0.03356759114576735
squirrel,0,3118,3118,test,4,4,1,4,1,0,1,-0.02077947771448485,0.21345617168666675,0.4652037967719148,0.30334200987736615,0.3778524838936628,1.8607052580451522,0.23992697782370914,155.0,low-pass-node,0.0,0.23077219077602087,0.06668361229201081,0.1321706603535276,0.05621365712686424,0.23992697782370914,0.1914717397387439,0.061400710249160204,0.021360450860680436
squirrel,0,3119,3119,train,3,3,3,3,1,1,1,0.136881497172485,0.8772792991451561,0.4946327778970147,0.3005353039027425,0.38535337827746635,1.8853978593934846,0.2371985903453645,170.0,low-pass-node,0.0,0.22896609934815595,0.06487782580121552,0.13061699101455193,0.060177979083910094,0.2371985903453645,0.18505086093648868,0.059548887179120366,0.03356276552542707
squirrel,0,3120,3120,train,1,1,1,1,1,1,1,1.5799818438728135,3.455318406093312,0.553028764759674,1.0159172672977124,0.3409963782271867,2.0059221924897437,0.2219021034556412,6.0,two-hop-node,0.0,0.11150801031005354,0.11377514959589462,0.2219021034556412,0.11396230022261183,0.18456660482457135,0.09782645969600832,0.09889135312489461,0.05756801779952778
squirrel,0,3121,3121,train,2,2,2,2,1,1,1,0.13919027616432245,0.866061759064819,0.5602548827166837,0.4282044714799631,0.4571696578977845,2.023240935745139,0.17754472882046363,53.0,low-pass-node,0.0,0.17754472882046363,0.07281291561429784,0.15839727754528243,0.12438718729706653,0.1531197777599476,0.16030860719950243,0.07185739357430228,0.08157211135167232
squirrel,0,3122,3122,val,2,2,2,2,1,1,1,0.027043201279005835,0.4442985182986563,0.5037512035581969,0.7145653335009368,0.4162740976699159,2.15048738925491,0.17507031379432017,6.0,low-pass-node,0.095692586541492,0.12684519891053733,0.09262282999858185,0.17507031379432017,0.09162745049607347,0.15234578725076725,0.12178772535963689,0.0850416384525629,0.058966468191948715
squirrel,0,3123,3123,train,2,2,2,2,1,1,1,1.7066566354911252,1.1152653888681914,0.5941351673150932,0.6468605071748748,0.29780634282618307,2.045135476040897,0.19814127608481966,16.0,low-pass-node,0.01720399997837749,0.1581393100183148,0.09188105634567331,0.1970073491275719,0.11210577777309258,0.19814127608481966,0.09658777132532795,0.07289183268409784,0.05604162556537965
squirrel,0,3124,3124,train,1,1,1,1,1,1,1,0.23429285957613954,1.2016434559234017,0.5629176665847172,0.30009968787025226,0.39824162300084176,1.924421592737009,0.229471317893287,152.0,low-pass-node,0.0,0.21831328668990713,0.061909411554901934,0.1234733923457479,0.08201656460147305,0.229471317893287,0.17885285486787253,0.05728002355952024,0.04868314775869243
squirrel,0,3125,3125,val,1,4,4,4,0,0,0,-0.0743813076100448,-2.522739094841246,0.6359421302265483,0.7068265249678309,0.39960865164232706,2.150358629265876,0.18277328097942938,10.0,low-pass-node,0.09347067131585828,0.11602758564363326,0.07754719484875716,0.18277328097942938,0.11200623015000476,0.1593477118079581,0.10154555126147824,0.07623926943693975,0.08104250355859094
squirrel,0,3126,3126,val,3,3,3,3,1,1,1,0.035515308404943546,0.13462890162654384,0.5062617465251318,0.30053530390273686,0.37673267942502126,1.8902892066767272,0.23536731834364805,170.0,low-pass-node,0.0,0.2271983856089301,0.06437694193951543,0.12960857339181173,0.06980620230167771,0.23536731834364805,0.18362219114535247,0.059089144945131046,0.03093124156407969
squirrel,0,3127,3127,val,3,2,3,2,0,1,0,0.10608356725969337,-0.6944977688916762,0.48379226064785935,0.5973647078638415,0.3231073229992509,1.9541616852961219,0.2152009692188707,34.0,low-pass-node,0.0,0.16792127701973994,0.09222709188513845,0.1994609068495965,0.08098634202432112,0.2152009692188707,0.1291228989296433,0.08521661550411781,0.029863897523348514
squirrel,0,3128,3128,val,0,0,0,0,1,1,1,0.08255869344794986,0.9627611150885158,0.538234048139328,0.7101201978761102,0.27587769468070295,1.9409146809578477,0.22973697586230407,26.0,low-pass-node,0.0,0.1433783462629148,0.09319538117365996,0.22973697586230407,0.0912134694524608,0.226250011029166,0.10242844130864148,0.08135698345665468,0.03244039020659521
squirrel,0,3129,3129,val,4,4,4,4,1,1,1,1.1883996813067472,2.3431473222573747,0.6196668284887172,0.4950165338839945,0.43253120757586133,2.115181767367722,0.18140590728553924,32.0,low-pass-node,0.048111936980506975,0.14904849742139162,0.07133534576301588,0.1634476143254875,0.09924244347588725,0.18140590728553924,0.1347332990221009,0.06914133549231008,0.08353361936739305
squirrel,0,3130,3130,train,3,3,3,3,1,1,1,0.007128591047949939,1.4798922320510912,0.47701524556871866,0.3169438025150748,0.36020511339034117,1.9205049364084343,0.2432461106889292,167.0,low-pass-node,0.01983590485621737,0.2276365063059194,0.06637392153428025,0.13308320694020015,0.05026046747915336,0.2432461106889292,0.17521147478293922,0.061306249427860476,0.023046157203772552
squirrel,0,3131,3131,train,0,0,0,0,1,1,1,1.9189443205342345,3.5492055981705986,0.5478684892834215,0.5563945222635008,0.34616131961755225,2.0675581206633855,0.19268980613014924,12.0,low-pass-node,0.036089767107638095,0.1432317255622249,0.07987710352825231,0.19268980613014924,0.11003115279753183,0.1902138375144664,0.13307619030209225,0.0738591073172544,0.0409313086991093
squirrel,0,3132,3132,train,4,4,4,4,1,1,1,1.0836976288820885,2.4563030085191,0.3217479354608453,0.5336070171178229,0.39346555926722093,2.0582231032061866,0.20167260383210459,11.0,low-pass-node,0.03884273442313335,0.19783014178454048,0.09365916116681043,0.20167260383210459,0.07131697406860843,0.12528144990501547,0.1448351550346359,0.08918944573919724,0.037372333528237885
squirrel,0,3133,3133,test,0,0,0,0,1,1,1,0.09593125312777673,2.610799953956533,0.5037990833611451,0.6698171974421,0.29668987329865854,1.9603066309248294,0.2190319554129379,15.0,low-pass-node,0.0,0.15140399820456946,0.08972602679574022,0.2190319554129379,0.1208874801630815,0.19014496255330948,0.1156614598025652,0.08915900982085935,0.023985106063836675
squirrel,0,3134,3134,train,1,1,1,1,1,1,1,0.49438432280676436,1.3122468055258452,0.7103175386277942,0.9165806605390834,0.24544735616614546,1.9169160959217746,0.21323680206231108,18.0,low-pass-node,0.0,0.09843946683074532,0.09692773261014975,0.20423457431009126,0.19008576609967906,0.21323680206231108,0.10006622667480639,0.08501874706485422,0.011990683184567167
squirrel,0,3135,3135,train,4,4,4,4,1,1,1,0.11693281167184799,0.8156472730808222,0.6295201060110802,0.4716154526752524,0.36613526480824027,2.022024758353446,0.23735181262260074,111.0,low-pass-node,0.0186058865300013,0.15328658247088844,0.07288822496087938,0.17004523326416127,0.08480072497090262,0.23735181262260074,0.14041402857397015,0.06562552166851142,0.056981983940864255
squirrel,0,3136,3136,val,3,3,3,3,1,1,1,0.0722582758726662,1.583740123965054,0.5646737553718091,0.52362393219806,0.3397186577739319,1.9777887950082906,0.21163376243568846,23.0,low-pass-node,0.0,0.16722841735281707,0.08383701502064426,0.17177546670521018,0.11195071160803885,0.21163376243568846,0.13949779608412208,0.07677217096795086,0.03730465883381437
squirrel,0,3137,3137,test,0,0,0,0,1,1,1,0.6143920309903437,1.528847171155102,0.5926454012988632,0.7134949090149961,0.2866090623974897,1.9898922641758872,0.20911466655286828,7.0,low-pass-node,0.0,0.1433447776265523,0.09949340637893173,0.20911466655286828,0.13354312953555206,0.1917408884174814,0.10105133180718323,0.07488197348582393,0.04682982485208868
squirrel,0,3138,3138,train,3,3,3,3,1,1,1,2.2534990153685674,1.568507709953947,0.4768141820426039,0.6759236317871735,0.39752723061535256,2.130324920426363,0.19536919064267175,7.0,low-pass-node,0.06441994176117369,0.14063039202438563,0.09345211201261783,0.19536919064267175,0.09242672496257213,0.14757548213900434,0.12080346709723355,0.0832572115176792,0.062065476985227984
squirrel,0,3139,3139,train,2,2,2,2,1,1,1,1.0335907733085659,2.9233990730285186,0.5910029784397777,0.7961938539677879,0.26033837631607426,1.9495533449367088,0.22499172456381447,14.0,low-pass-node,0.0,0.13449930390097567,0.0980045628967576,0.21887943236376647,0.1170626891653467,0.22499172456381447,0.09356900930714533,0.08358202636514497,0.029411250209864216
squirrel,0,3140,3140,train,4,4,4,4,1,1,1,0.43079857644595365,1.593053268349923,0.5535418031532378,0.3364778175770485,0.3660540700815319,1.9950539109112508,0.23148689300838418,166.0,low-pass-node,0.028067653740768472,0.21774132822821318,0.0642200718876079,0.12803059494355615,0.07001003963992752,0.23148689300838418,0.15457533380104238,0.06105622599990405,0.044811858004763956
squirrel,0,3141,3141,train,2,2,2,2,1,1,1,2.427568714169253,2.7487273574195026,0.3542602671410754,1.5136122359467334,0.3823635706538796,2.04420689972736,0.2247017809748773,6.0,two-hop-node,0.030434082494698502,0.10558944227661521,0.14908284586337187,0.2247017809748773,0.07201517710215968,0.14999347052837458,0.0898408093089237,0.1467227742121619,0.03161961644898608
squirrel,0,3142,3142,train,2,2,2,0,1,1,0,0.0708812251619719,-0.0394745018170235,1.0981057121782105,0.31145576812346953,0.4511637111664818,1.9732975110927748,0.1947919004360002,802.0,high-pass-node,0.0,0.15163832782155823,0.04342400841993676,0.11127411172242836,0.1947919004360002,0.18797377819455868,0.12694239491601214,0.04334156456499598,0.14061391332652445
squirrel,0,3143,3143,train,1,1,1,1,1,1,1,0.7072357207277848,1.6583929642310906,0.5154425085540156,0.39710847473807015,0.4134861028652015,1.9770732290020068,0.19626139174944243,57.0,low-pass-node,0.0,0.191048551606013,0.06643563681394678,0.16630128738032396,0.08742382998480878,0.19626139174944243,0.16223252040524203,0.07385527084667014,0.056441510363381894
squirrel,0,3144,3144,val,3,1,1,1,0,0,0,-0.06936428232269432,-0.6872942672661612,0.507140813234993,0.30887952196648566,0.3581064395586858,1.858914945070879,0.25686672617900275,259.0,low-pass-node,0.0,0.2205619847764172,0.06528539396007554,0.13672387574249548,0.056881331352163805,0.25686672617900275,0.18190755020604973,0.05902920361169151,0.022743933384874505
squirrel,0,3145,3145,train,0,0,0,0,1,1,1,0.7592068688626226,2.5335298776145256,0.7415551392121847,0.9072862432373636,0.2621666265014444,1.9612505960738933,0.22813823956450596,11.0,low-pass-node,0.0,0.1011387065795663,0.09145263256531572,0.22813823956450596,0.15956225040096053,0.2119965880741429,0.08030296698445169,0.07316690181018952,0.054241712755048084
squirrel,0,3146,3146,train,0,0,0,0,1,1,1,0.40806978318167725,2.2287712591964697,1.2636897135253389,0.6273702375881448,0.41380588626106857,1.9722485787832633,0.23797470401163892,41.0,high-pass-node,0.0,0.09840639818573384,0.06186376576829205,0.14354003382559344,0.23797470401163892,0.16552577566153698,0.08484423266907902,0.05310222604989668,0.15474286302670887
squirrel,0,3147,3147,train,4,4,4,4,1,1,1,3.0169283096685833,2.908603105234759,0.557033478725505,0.6169480882723153,0.3638469232102288,2.0739852698543286,0.17893272001930524,7.0,low-pass-node,0.01899458476061977,0.15864234635121835,0.0914828016668194,0.17616239666605796,0.11407263938405808,0.17893272001930524,0.1220626064193849,0.08169758231419175,0.057952321305959384
squirrel,0,3148,3148,val,1,2,2,2,0,0,0,-0.3886482223020722,-2.383222666638995,0.4630349316205909,0.6375295463707707,0.35792547326656743,1.999699734066218,0.23764733486893272,8.0,low-pass-node,0.0,0.17143757908073834,0.08600882818531075,0.23764733486893272,0.09710290649999966,0.1442207901434029,0.10084046611195106,0.08757647045374226,0.07516562373117132
squirrel,0,3149,3149,train,0,0,0,0,1,1,1,0.4466862182190947,2.5266161103639533,0.6610598548601737,0.43561517274959755,0.3587521233454198,1.9753949727118727,0.2267427942375813,129.0,low-pass-node,0.0,0.1541972864785599,0.07160547708557767,0.18594212195495974,0.09748173054302307,0.2267427942375813,0.13563187577679678,0.054648503498596276,0.07375020938726012
squirrel,0,3150,3150,val,1,2,0,2,0,0,0,-0.09681481384113289,-1.3698211069434363,0.6320111647059209,0.7301250327292469,0.46940369007745275,2.047837330792965,0.19044567897879358,6.0,low-pass-node,0.0,0.12612739376731097,0.0925266712946416,0.19044567897879358,0.1584301397517922,0.11301829073528231,0.11795625254719679,0.08568490896014243,0.11581066289196357
squirrel,0,3151,3151,val,1,2,2,2,0,0,0,-0.20635956554994261,-5.954987847231267,0.5112967632541532,0.6527732250528585,0.3800964186836144,2.0615787836532635,0.18831815048748068,25.0,low-pass-node,0.016072637708114415,0.15042006063979366,0.09318939498123917,0.18831815048748068,0.10117463963040407,0.17983878368071024,0.12955196269507324,0.08956884561628885,0.05186552370402794
squirrel,0,3152,3152,test,4,4,4,4,1,1,1,0.3716043307378776,3.580655337421372,0.43824782173047266,0.81217845739581,0.31178116465109607,2.0049522267098756,0.2880078224973166,2.0,low-pass-node,0.02074857531273057,0.11690451694772495,0.10053434526617662,0.2880078224973166,0.07844953833069704,0.1626089484330341,0.09988227661239926,0.07553521831208114,0.05732875685635723
squirrel,0,3153,3153,train,0,0,0,0,1,1,1,0.9454215033934708,2.426084185642437,0.5847775351636428,1.2154598282688958,0.22137122746129223,1.9046802303565002,0.28453447324178843,6.0,two-hop-node,0.0,0.08706442372733789,0.11165252454479443,0.28453447324178843,0.132038589238706,0.20346187721965597,0.06932248664023422,0.07842948267529341,0.0334961411113684
squirrel,0,3154,3154,val,2,2,2,2,1,1,1,0.11139016067229868,1.004458525286256,0.5581117318490684,0.6225615626484006,0.38249419210518376,2.1097204420595284,0.1866631480282496,17.0,low-pass-node,0.05038108837178629,0.14254765877595066,0.08683977880509425,0.17100555604424358,0.09983203205426464,0.1866631480282496,0.12768075173185459,0.08139404271326098,0.053655942624238034
squirrel,0,3155,3155,val,1,2,2,2,0,0,0,-0.420064680862992,-1.198810550216966,0.524517992734256,0.3845018638006696,0.47985946763274717,2.055756030929922,0.1880362383938932,65.0,low-pass-node,0.01603921745182008,0.1880362383938932,0.06771140619123621,0.15551128019082938,0.0897961039536975,0.16384647259853505,0.1658187594464741,0.06834649999395141,0.08489402101561454
squirrel,0,3156,3156,val,3,3,3,3,1,1,1,1.03199987189819,1.5180566247406517,0.46043929388988764,0.617125034734851,0.36815313339172584,2.089688120558976,0.18972666464181892,3.0,low-pass-node,0.03617083830759258,0.15559574862266592,0.10108551423113811,0.18972666464181892,0.09991440356805179,0.15815229010581036,0.13518678953077923,0.07836366972771196,0.04580407992037196
squirrel,0,3157,3157,train,2,2,2,2,1,1,1,0.5791757318641249,1.1252832765420164,0.592028679341284,0.8753327844095886,0.32116254652653076,1.9869371734275845,0.25841010764409034,3.0,low-pass-node,0.0,0.102710492769041,0.09729651533673907,0.25841010764409034,0.1436084427842657,0.15488357519689497,0.09443813201593355,0.07527413933968927,0.07337859352294666
squirrel,0,3158,3158,test,2,2,2,4,1,1,0,1.6103808434852644,-0.29141825732862814,0.5386066226920763,0.7850148321883822,0.3801386479484592,2.1213854957650735,0.18446335091023447,9.0,low-pass-node,0.05326349126993268,0.13876612988208417,0.10242663368903686,0.17220451858815375,0.08811139521386625,0.18446335091023447,0.10947616801096088,0.0924472521343153,0.058841059217208516
squirrel,0,3159,3159,test,1,1,1,1,1,1,1,0.8653413814443609,1.6800730615239834,0.4981783482923385,0.8081141474309029,0.3345828860530075,2.0945909843066097,0.22576121418606568,9.0,low-pass-node,0.04864615388320427,0.14124315730843562,0.1000187128171975,0.22576121418606568,0.0823743937536081,0.16344985047680355,0.08509534989559826,0.08288863696358172,0.07052252963995034
squirrel,0,3160,3160,val,3,3,3,3,1,1,1,0.4386787919633166,1.818262568165643,0.45312713274720967,0.4385802064955749,0.34836199889197567,1.9248968138246147,0.21571068587412964,49.0,low-pass-node,0.0,0.19175137156119426,0.08354997573382793,0.17696917217489766,0.07365939253164291,0.21571068587412964,0.16360028545455008,0.0723002273791205,0.022458888302093888
squirrel,0,3161,3161,train,2,2,2,2,1,1,1,1.1164905817617208,2.421467306029114,0.6073771881517555,0.6104791721041182,0.40362960654852276,2.121032973075354,0.1921721623458254,5.0,low-pass-node,0.05132030414236274,0.12138302782213771,0.08329858794092515,0.1921721623458254,0.11326044472012257,0.16576187017686977,0.1257678680381702,0.06758188634927723,0.07945384710847263
squirrel,0,3162,3162,test,1,1,1,2,1,1,0,0.12399486411211313,-0.020535395424625236,0.6162309016544892,0.6711132603282204,0.25699283217967794,1.9460606921498522,0.22302568858336705,26.0,low-pass-node,0.0,0.14022390971079035,0.0910564387365011,0.2086033976887773,0.13264004908802032,0.22302568858336705,0.10519337371091202,0.07364635448220361,0.025610786789900333
squirrel,0,3163,3163,val,1,2,2,2,0,0,0,-1.7383099077793684,-2.5800504308788472,0.19490222484811462,1.1493468865900498,0.4142366173075737,1.998553099935846,0.2789017915962357,1.0,two-hop-node,0.035884722704629446,0.14165892445828282,0.14530149331583495,0.2789017915962357,0.04341937670149185,0.07243975021976366,0.10397627539698341,0.1370185588758893,0.04139910601937647
squirrel,0,3164,3164,train,4,4,4,4,1,1,1,2.6191340145844655,2.287834204118652,0.5132991741333414,0.7398264503468213,0.39808832327276444,2.126831782534384,0.17572827108128108,9.0,low-pass-node,0.057691206198330854,0.1366099211572726,0.10425898047286446,0.16650760509026258,0.09089326451938594,0.17572827108128108,0.125587184004306,0.08972137313077824,0.053002193422033064
squirrel,0,3165,3165,train,0,0,0,0,1,1,1,1.3386419979717732,2.047715988678158,0.8310166516167179,0.8259722673123591,0.2423067935882168,1.9353329900919063,0.23817831496823752,11.0,low-pass-node,0.0,0.0880767444180123,0.08527193922589547,0.23817831496823752,0.2034280944814937,0.18999904852859092,0.08058209450700841,0.05403558436409982,0.06042817817117196
squirrel,0,3166,3166,val,4,2,2,2,0,0,0,-0.301345580752602,-1.4892589576933943,0.5166839713444796,0.5675316331914009,0.4173393709394332,2.076124652108633,0.17730130922194512,36.0,low-pass-node,0.021396848803304214,0.16084298463600252,0.08344576124095282,0.17037679663483826,0.0984839819914596,0.17730130922194512,0.14208467428389365,0.08847526776527101,0.05759237456273408
squirrel,0,3167,3167,train,1,1,1,1,1,1,1,1.91906001886357,2.7272451783684075,0.6239626995803482,0.7464255278163788,0.38134327291689885,2.0388802738622815,0.18440021010972255,4.0,low-pass-node,0.0,0.13203833983424954,0.10109545818516365,0.18440021010972255,0.14033391614341664,0.16606508965483377,0.11496760025638787,0.08327608102151768,0.07782330362614018
squirrel,0,3168,3168,val,4,4,4,4,1,1,1,0.6388315730160938,3.2715087761386195,0.4872837785326188,0.46390774189641615,0.4318449334496126,2.070621680451271,0.18151410219066394,30.0,low-pass-node,0.022834270911088552,0.18151410219066394,0.0786903883698364,0.16110976092267407,0.09679899308228782,0.16433895776714078,0.1572394027851977,0.07845998518347583,0.05901413793062278
squirrel,0,3169,3169,train,0,0,0,0,1,1,1,0.10639341226302379,1.0453500513592466,0.7329993075417972,0.4125928724816876,0.40688170234095855,1.9878660099343366,0.2293180011150975,324.0,low-pass-node,0.0,0.15840169457105688,0.06569233983493722,0.1592691432370538,0.09811063652628024,0.2293180011150975,0.1373417853481972,0.056329312063090685,0.09553708640206625
squirrel,0,3170,3170,val,3,3,3,3,1,1,1,1.147659126224763,1.8297366581807464,0.5812280236398528,0.6171250347345688,0.45019129935163466,2.1603457811315296,0.1674701826157513,3.0,low-pass-node,0.07887158987256193,0.1373431008512488,0.08922736063512937,0.1674701826157513,0.10153678907395254,0.13959973920967472,0.11932827877777678,0.06917097343441987,0.09745198434309454
squirrel,0,3171,3171,val,0,0,0,0,1,1,1,0.2911745203464142,0.8171436053125649,0.3716217282852921,0.6926535976517606,0.2846231006497731,1.9392944840617417,0.23432490583382876,5.0,low-pass-node,0.0,0.17435360232766187,0.1096960630845928,0.23432490583382876,0.13194778430480947,0.1281160814645718,0.11793247236705223,0.0927569380969048,0.010872151144632226
squirrel,0,3172,3172,test,2,2,1,2,1,0,1,-0.009934035129512964,0.03006099676705798,0.5853427011419984,0.4662746260706145,0.2958971739074907,1.9295597571171228,0.24117359494574445,65.0,low-pass-node,0.0,0.1654582383907243,0.07843386824604043,0.1850759771938277,0.10152448353359363,0.24117359494574445,0.1385110568572774,0.06329930123313604,0.0265234785374299
squirrel,0,3173,3173,train,1,1,1,1,1,1,1,0.15938459872746047,1.4497364910962078,0.4909101841090985,0.52158831730347,0.3507259599236367,1.9091244480249434,0.24537522079975285,115.0,low-pass-node,0.0,0.1680318578950579,0.08058278759610596,0.18027940138665471,0.06607335449271079,0.24537522079975285,0.15429699273709055,0.08754017522399947,0.01782020887231524
squirrel,0,3174,3174,test,4,4,4,4,1,1,1,0.011603972356497017,0.8340017208501715,0.5011813206115202,0.3073981764699032,0.3461807404899671,1.8468087585967639,0.2563741864700416,254.0,low-pass-node,0.0,0.22121274489626203,0.06534384014111534,0.13676531687472807,0.06314621290073151,0.2563741864700416,0.18369582891873934,0.05912431708695265,0.014337551920032332
squirrel,0,3175,3175,train,2,2,2,2,1,1,1,0.13798687209222815,1.4853265133915226,0.5353857791159886,0.31542090638616593,0.35684081865180406,1.9613884081704156,0.2382829261634243,170.0,low-pass-node,0.023556938646095756,0.22033774314935806,0.06318688463423668,0.1270886921405892,0.07074827461545916,0.2382829261634243,0.1665123765217619,0.05883373074834015,0.03145243263622252
squirrel,0,3176,3176,val,1,1,1,1,1,1,1,0.6540139633088593,2.768343439389411,0.514132912902429,0.6746888034957156,0.3029931274207671,1.9692102440916812,0.21363590293476792,17.0,low-pass-node,0.0,0.1620457657454543,0.10171479815680023,0.20023159322488893,0.0898356954006623,0.21363590293476792,0.11275896617087093,0.08369287761546078,0.036084399663663315
squirrel,0,3177,3177,train,0,0,0,0,1,1,1,1.4426203414010748,2.0894360995513805,0.5481335933948926,0.8164500692631224,0.2769077487765597,1.9453118153997155,0.24575842009924148,13.0,low-pass-node,0.0,0.12308797810489579,0.09736872135426566,0.24575842009924148,0.09906738972534015,0.21785942052713145,0.09722122434936122,0.08250274224963218,0.03713410215774332
squirrel,0,3178,3178,train,0,0,1,0,1,0,1,-0.018515728316898072,0.2805777840634125,0.5340681115721042,0.29956802432109564,0.3735878802979988,1.9008109734423666,0.22930014126575052,150.0,low-pass-node,0.0,0.21884933550148292,0.06306874194772921,0.12533203971491794,0.09147014245067916,0.22930014126575052,0.18630798512854616,0.058303436132936835,0.02736817711755821
squirrel,0,3179,3179,test,1,1,1,1,1,1,1,0.3977140987315946,0.25899051286740105,0.7343541112522565,0.9842193462044474,0.19660450452067027,1.8644411228159163,0.2560842044348351,20.0,low-pass-node,0.0,0.07825848011844003,0.09847906239875008,0.2560842044348351,0.14853411908034844,0.2543421400509985,0.08326565592935449,0.0604961171794327,0.020540219306342873
squirrel,0,3180,3180,train,2,2,2,2,1,1,1,2.2878425752789293,3.028191964124244,0.7220278971937089,0.9023700506917532,0.28774305499197644,2.06327881143498,0.2047844340751078,6.0,low-pass-node,0.028848008157926146,0.10967419043850479,0.0971682204692819,0.20333917125863227,0.13918442291089841,0.2047844340751078,0.07988891078138556,0.07388784478869886,0.0632247957154628
squirrel,0,3181,3181,train,4,4,4,4,1,1,1,0.5965509501907011,1.6454927700404125,0.5045019504969711,0.389907063553709,0.4932890713552727,2.1241265719742044,0.17724904326981566,95.0,low-pass-node,0.06994540683601935,0.17724904326981566,0.06505879723291651,0.149466208165612,0.08981487466374785,0.14123395152555795,0.1599784247271196,0.0664285745638108,0.0808247182669143
squirrel,0,3182,3182,val,0,0,0,0,1,1,1,0.9214358361858095,1.5135315189635008,0.5549866074863188,0.5500503456392517,0.41742615293842666,2.1290688467716516,0.18497375429243026,15.0,low-pass-node,0.05800835825807088,0.14687811306346302,0.08241122348122394,0.18497375429243026,0.0953256532109562,0.15499024565115146,0.12460588734774286,0.06691864478103667,0.08588811886549161
squirrel,0,3183,3183,val,4,4,4,4,1,1,1,1.3049649700924144,1.5975836560822498,0.40916031614380366,1.601468840746864,0.3726653548579025,1.9971041669693042,0.19703927170693541,2.0,two-hop-node,0.0,0.10524941423043653,0.17979338872994646,0.19703927170693541,0.08503855419299276,0.16138905149599533,0.09179434207040812,0.13576604725117628,0.04392992922618834
squirrel,0,3184,3184,test,1,1,1,1,1,1,1,0.1610825636805009,1.0858236841197706,0.6201585924199312,0.7074725595250559,0.3102123956598863,2.0835968537066423,0.21838883504600815,11.0,low-pass-node,0.05323371088101684,0.11798683257720483,0.08391199929538148,0.21838883504600815,0.10740910052866989,0.1949084308153879,0.09635195136228565,0.06772680878448524,0.06008232952288375
squirrel,0,3185,3185,test,2,1,1,2,0,0,1,-0.7714387532276634,0.00016075477561039442,0.5325400104923623,0.5639313696780838,0.4381442318935704,2.0326050319569697,0.1824240231288873,19.0,low-pass-node,0.0,0.15809747591962303,0.08586227156424436,0.1824240231288873,0.10919465188209174,0.15976212600924444,0.14248316189769425,0.08364457921935131,0.07853170941217139
squirrel,0,3186,3186,train,2,2,2,2,1,1,1,0.07698174963043058,1.2412339297518709,0.48070788273943915,0.31265979908763797,0.3691463086836445,1.867986863993592,0.2440199459740213,161.0,low-pass-node,0.0,0.22946832625788796,0.06712440903485474,0.1336978267089407,0.05607162348349313,0.2440199459740213,0.1831708268673491,0.061891265677287595,0.024555775212387696
squirrel,0,3187,3187,test,4,4,4,4,1,1,1,0.02616349924768091,1.7092586764814937,0.6083084356575659,0.529399397709014,0.30855864186600923,1.9799943849972408,0.21675720794067718,39.0,low-pass-node,0.0,0.1703995186269167,0.08298595278118465,0.18533214286607894,0.10872478409004675,0.21675720794067718,0.11496684181512938,0.06808682656377736,0.052746724257382
squirrel,0,3188,3188,train,4,4,4,4,1,1,1,0.09173959329024894,1.7779668148986287,0.45554282498260057,0.30808279219037976,0.39742729349805844,1.9317466533502108,0.23070927547388476,215.0,low-pass-node,0.019598371209560525,0.22589539537477457,0.06588851203601642,0.13400173620373507,0.045081207685304193,0.23070927547388476,0.18658807167893735,0.061190546226567756,0.031046883341420667
squirrel,0,3189,3189,train,1,1,1,1,1,1,1,2.2380741805136517,2.6598710188347776,0.7596800614643392,1.3359062724056803,0.31516221930476274,2.051424622244765,0.2375136561056701,4.0,two-hop-node,0.03234736624072647,0.0730928560627995,0.09580341659615911,0.2375136561056701,0.14768501455914246,0.18167180701025293,0.06064065141338281,0.08285201487342067,0.08839321563943599
squirrel,0,3190,3190,train,2,2,2,2,1,1,1,1.0843181090458165,1.4024460689760823,0.6138109651264975,0.4411116399956486,0.3799321689058308,2.0049932400436807,0.1919425386795554,38.0,low-pass-node,0.0,0.17599333934862343,0.07562334291986038,0.1660489488782714,0.11506513048768274,0.1919425386795554,0.13876528116260675,0.06322034837705746,0.07334106919715769
squirrel,0,3191,3191,train,3,3,3,3,1,1,1,0.47181362444573205,0.6521325618494287,0.632259371827884,0.7461080932925432,0.36283373855066897,2.0653183715094943,0.19927711122336358,12.0,low-pass-node,0.015523298532827348,0.12769913004522448,0.09185574421512661,0.18361345242668758,0.11992932623233504,0.19927711122336358,0.11256317994793572,0.08740590978467822,0.062132846576315987
